,EmployeeID,Attrition,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,JobLevel,JobRole,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,AvgWorkedHours,ScheduleInconsistency,Absences
924,925,No,36,Non-Travel,Research & Development,8,4,Life Sciences,4,Laboratory Technician,103880,0.0,14,0,4.0,2,3,1,2,4.0,3.0,3.0,3,3,7.954011065006915,0.27127340349578355,8
925,926,No,36,Travel_Rarely,Research & Development,2,2,Medical,2,Healthcare Representative,114160,6.0,16,0,13.0,2,5,0,4,4.0,1.0,3.0,3,3,6.310294117647059,0.30082792285914406,11
926,927,No,54,Travel_Rarely,Sales,24,3,Marketing,1,Laboratory Technician,26000,3.0,14,0,36.0,5,10,4,7,2.0,3.0,3.0,3,3,7.584492753623189,0.31393729749598764,19
927,928,No,43,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Research Scientist,24220,1.0,11,1,14.0,2,14,6,11,3.0,3.0,3.0,3,3,7.632851239669422,0.2978627525830191,7
928,929,Yes,35,Travel_Frequently,Research & Development,17,4,Medical,1,Research Director,54720,3.0,11,1,13.0,3,11,6,7,4.0,4.0,4.0,2,3,8.415797101449277,0.2924314484950159,19
929,930,No,38,Travel_Frequently,Research & Development,19,2,Life Sciences,2,Research Scientist,24510,7.0,12,1,19.0,3,13,2,9,4.0,4.0,4.0,3,3,7.198829201101929,0.312260570876854,7
930,931,No,29,Travel_Rarely,Research & Development,1,2,Medical,2,Sales Representative,42400,1.0,14,0,10.0,2,10,0,9,1.0,2.0,2.0,2,3,10.704732510288066,0.2958434181851205,6
931,932,No,33,Travel_Rarely,Research & Development,7,3,Medical,5,Sales Executive,109990,1.0,18,3,6.0,3,6,0,4,4.0,4.0,3.0,2,3,6.4117474302496325,0.2853993618227526,22
932,933,No,32,Travel_Rarely,Research & Development,5,4,Technical Degree,5,Research Scientist,50030,,13,0,10.0,5,9,1,6,4.0,2.0,2.0,3,3,6.599269005847954,0.3193056424929906,21
933,934,No,31,Travel_Rarely,Research & Development,28,4,Technical Degree,2,Sales Executive,127420,1.0,11,0,10.0,4,10,0,2,1.0,4.0,3.0,2,3,7.390702479338843,0.2976293116706921,7
934,935,No,49,Travel_Rarely,Research & Development,2,4,Medical,1,Laboratory Technician,42270,4.0,18,0,17.0,3,2,2,2,4.0,1.0,2.0,2,3,9.695248226950355,0.2802563371385427,14
935,936,No,38,Travel_Frequently,Sales,29,2,Medical,1,Sales Executive,39170,1.0,15,3,4.0,2,4,3,3,4.0,2.0,3.0,3,3,7.806500691562933,0.3061030814489635,8
936,937,No,47,Travel_Rarely,Research & Development,1,4,Medical,3,Laboratory Technician,183030,6.0,22,1,29.0,2,3,1,2,2.0,2.0,3.0,2,4,6.710826210826212,0.26354400530422994,15
937,938,No,49,Travel_Rarely,Research & Development,21,3,Medical,2,Manufacturing Director,23800,4.0,13,0,23.0,3,8,0,0,3.0,3.0,3.0,1,3,6.386974789915966,0.3017081750530857,11
938,939,No,41,Travel_Rarely,Research & Development,24,4,Life Sciences,4,Manager,137260,3.0,12,0,21.0,6,2,0,2,4.0,3.0,3.0,4,3,10.95871369294606,0.30798899407575125,8
939,940,No,20,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Sales Representative,47770,1.0,18,1,2.0,3,2,0,2,4.0,1.0,3.0,3,3,7.703734439834024,0.3016435316907276,8
940,941,No,33,Non-Travel,Research & Development,18,2,Medical,2,Healthcare Representative,63850,1.0,13,0,7.0,6,6,1,2,3.0,4.0,3.0,2,3,9.487693389592124,0.3145513414414603,12
941,942,No,36,Travel_Rarely,Research & Development,2,2,Technical Degree,3,Sales Executive,199730,6.0,12,0,10.0,2,3,0,2,1.0,3.0,2.0,3,3,5.957383040935673,0.30553746378908586,21
942,943,No,44,Travel_Rarely,Research & Development,9,3,Technical Degree,3,Healthcare Representative,68610,4.0,12,0,8.0,2,2,2,2,3.0,4.0,3.0,2,3,8.526895565092989,0.3017103447925953,16
943,944,Yes,23,Travel_Rarely,Human Resources,6,3,Life Sciences,3,Laboratory Technician,49690,1.0,12,0,5.0,3,5,1,2,4.0,3.0,3.0,3,3,8.093680555555556,0.2902834180074048,9
944,945,No,38,Travel_Rarely,Research & Development,11,2,Life Sciences,1,Sales Executive,198450,7.0,11,1,7.0,3,0,0,0,4.0,3.0,2.0,3,3,7.388423988842399,0.31304116866405424,10
945,946,No,53,Travel_Rarely,Research & Development,24,3,Life Sciences,4,Research Director,133200,3.0,11,0,11.0,2,4,1,2,2.0,4.0,3.0,3,3,8.02371794871795,0.27588912507738167,15
946,947,Yes,48,Travel_Frequently,Sales,10,2,Marketing,1,Healthcare Representative,63470,2.0,12,1,19.0,3,9,7,7,4.0,3.0,3.0,1,3,9.883333333333331,0.31872342649588964,12
947,948,Yes,32,Travel_Rarely,Sales,1,3,Life Sciences,2,Research Scientist,27430,1.0,19,1,1.0,2,1,0,0,4.0,2.0,3.0,3,3,7.527109266943292,0.307086259872015,8
948,949,No,26,Non-Travel,Research & Development,18,2,Medical,1,Human Resources,108800,1.0,23,1,7.0,5,7,5,7,4.0,4.0,3.0,3,4,7.190544217687075,0.28333961332678187,4
949,950,No,55,Travel_Rarely,Research & Development,23,1,Life Sciences,5,Laboratory Technician,23420,5.0,11,2,8.0,2,4,1,2,1.0,2.0,3.0,3,3,7.699932249322494,0.31120848009612334,3
950,951,No,34,Travel_Rarely,Sales,28,3,Life Sciences,2,Research Scientist,176500,1.0,19,1,15.0,6,15,4,13,2.0,4.0,4.0,1,3,7.969396551724138,0.30473548580686904,17
951,952,No,60,Travel_Rarely,Sales,17,4,Medical,1,Manager,40250,3.0,13,1,19.0,5,1,0,0,3.0,4.0,4.0,2,3,6.235622317596567,0.2991236707026044,16
952,953,No,33,Travel_Rarely,Sales,3,3,Life Sciences,3,Manager,97250,1.0,11,0,14.0,0,14,2,13,2.0,2.0,3.0,3,3,7.786868686868686,0.3062610366724787,18
953,954,No,37,Travel_Frequently,Research & Development,13,3,Life Sciences,1,Laboratory Technician,119040,1.0,12,1,6.0,4,6,1,3,3.0,4.0,2.0,3,3,6.513717421124829,0.32766684135529556,6
954,955,No,34,Travel_Rarely,Research & Development,7,2,Life Sciences,1,Healthcare Representative,21770,1.0,13,0,10.0,5,10,8,7,2.0,4.0,3.0,3,3,7.057183908045976,0.32131140033658906,17
955,956,Yes,23,Travel_Rarely,Research & Development,12,2,Medical,2,Research Scientist,75250,1.0,14,2,3.0,2,3,0,2,3.0,4.0,3.0,3,3,9.219795918367346,0.30865328732207525,4
956,957,No,44,Travel_Rarely,Human Resources,1,3,Life Sciences,1,Research Scientist,48340,1.0,14,0,9.0,1,8,6,7,3.0,4.0,3.0,4,3,8.505997210599721,0.2904793614122098,10
957,958,No,35,Travel_Frequently,Research & Development,13,3,Life Sciences,3,Sales Executive,20420,0.0,16,0,6.0,2,5,1,4,1.0,4.0,4.0,3,3,8.160515021459227,0.3149211312706014,16
958,959,No,43,Travel_Rarely,Research & Development,25,4,Life Sciences,2,Sales Executive,22200,1.0,11,0,10.0,2,10,8,8,4.0,4.0,3.0,1,3,8.093819444444444,0.29120995161259505,9
959,960,No,24,Travel_Rarely,Research & Development,6,3,Life Sciences,3,Sales Executive,10520,1.0,13,0,5.0,3,5,0,4,3.0,3.0,3.0,3,3,6.710808926080892,0.30568090343157267,10
960,961,No,41,Travel_Rarely,Sales,6,4,Marketing,1,Research Scientist,28210,1.0,17,0,10.0,3,10,8,7,4.0,3.0,3.0,3,3,7.034632034632034,0.29605510639955085,18
961,962,No,29,Travel_Rarely,Research & Development,2,2,Life Sciences,2,Research Scientist,192370,9.0,11,1,9.0,2,5,1,2,4.0,3.0,3.0,3,3,7.9257575757575776,0.3061170350734905,18
962,963,No,36,Travel_Rarely,Human Resources,1,4,Life Sciences,3,Research Scientist,41070,3.0,11,1,17.0,2,13,6,7,3.0,4.0,2.0,1,3,6.286724386724385,0.29552831608051344,18
963,964,No,45,Non-Travel,Sales,2,3,Life Sciences,2,Manufacturing Director,83960,3.0,15,2,25.0,3,23,14,4,3.0,3.0,2.0,2,3,6.296624472573838,0.29422532212462565,12
964,965,Yes,24,Travel_Rarely,Sales,6,2,Medical,2,Manager,20070,1.0,12,0,1.0,2,1,0,0,4.0,3.0,3.0,2,3,6.382137834036568,0.3015116249029451,12
965,966,Yes,47,Travel_Frequently,Research & Development,1,3,Medical,2,Sales Executive,196270,7.0,11,2,25.0,1,23,14,10,3.0,3.0,1.0,3,3,6.786919831223629,0.3061259705433929,12
966,967,No,26,Travel_Rarely,Research & Development,9,1,Medical,1,Sales Executive,106860,1.0,14,1,3.0,2,3,0,2,4.0,3.0,4.0,3,3,7.7201360544217685,0.28954648970037794,4
967,968,No,45,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Research Director,29420,1.0,22,1,21.0,4,21,8,6,4.0,2.0,3.0,3,4,6.5787812041116,0.3057874336458915,22
968,969,No,32,Travel_Frequently,Sales,1,1,Marketing,2,Laboratory Technician,88580,6.0,16,1,10.0,2,5,1,3,1.0,3.0,2.0,3,3,6.907669616519174,0.2744533800272962,23
969,970,No,31,Travel_Rarely,Research & Development,14,2,Life Sciences,1,Sales Executive,167560,1.0,11,2,6.0,5,5,0,3,2.0,3.0,4.0,3,3,7.19093567251462,0.3112740306831973,21
970,971,No,41,Non-Travel,Sales,2,2,Medical,2,Research Scientist,107980,6.0,14,2,10.0,5,3,1,2,3.0,2.0,3.0,1,3,7.722510822510823,0.29572998805134587,18
971,972,No,40,Travel_Rarely,Research & Development,22,2,Technical Degree,1,Healthcare Representative,23230,2.0,16,1,18.0,2,1,0,0,2.0,1.0,3.0,3,3,9.783895921237695,0.2740959866353374,12
972,973,No,24,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Research Scientist,14160,1.0,15,1,6.0,3,6,1,2,2.0,1.0,4.0,2,3,5.991594827586206,0.2966931323143799,17
973,974,No,46,Travel_Rarely,Research & Development,6,3,Medical,4,Sales Executive,46150,6.0,12,0,19.0,3,10,0,9,3.0,2.0,3.0,2,3,7.575478142076502,0.3203638058543227,5
974,975,No,35,Travel_Rarely,Sales,8,4,Life Sciences,1,Laboratory Technician,24610,2.0,20,1,17.0,4,7,0,7,4.0,3.0,3.0,3,4,7.3800884955752215,0.28434107103249745,23
975,976,No,30,Travel_Rarely,Sales,9,4,Marketing,1,Laboratory Technician,87220,1.0,17,1,10.0,3,10,0,8,2.0,4.0,2.0,3,3,7.27627365356623,0.3071679512044772,20
976,977,No,47,Non-Travel,Research & Development,3,2,Life Sciences,2,Sales Executive,39550,7.0,12,1,4.0,5,1,0,0,3.0,2.0,1.0,3,3,7.688297872340425,0.27110915891478565,14
977,978,No,46,Travel_Rarely,Research & Development,1,4,Technical Degree,3,Sales Executive,99570,4.0,20,0,13.0,1,10,0,3,3.0,4.0,2.0,3,4,9.799278499278499,0.31650061549682507,18
978,979,Yes,36,Travel_Rarely,Research & Development,1,3,Medical,2,Manufacturing Director,33760,5.0,20,0,16.0,3,2,2,2,2.0,1.0,3.0,3,4,10.376708507670852,0.31077660722380723,10
979,980,Yes,32,Travel_Rarely,Research & Development,26,3,Medical,2,Research Director,88230,6.0,13,2,10.0,3,0,0,0,1.0,2.0,3.0,3,3,7.013498622589532,0.28436705003236257,7
980,981,No,23,Travel_Rarely,Sales,6,4,Life Sciences,3,Manufacturing Director,103220,1.0,14,2,3.0,2,3,1,2,3.0,2.0,1.0,3,3,6.026170212765958,0.30509772780190236,14
981,982,No,31,Travel_Frequently,Sales,3,3,Marketing,2,Sales Executive,46210,2.0,18,1,9.0,3,5,1,4,4.0,4.0,2.0,3,3,6.460854341736695,0.2840575162318974,11
982,983,No,39,Non-Travel,Research & Development,3,3,Life Sciences,2,Manufacturing Director,109760,1.0,11,0,9.0,3,9,5,8,4.0,4.0,3.0,2,3,10.198650472334682,0.28683119232597415,2
983,984,No,32,Travel_Rarely,Research & Development,6,3,Technical Degree,1,Research Scientist,36600,3.0,11,2,10.0,0,4,0,2,4.0,3.0,1.0,2,3,7.597891156462585,0.3019833860949098,4
984,985,No,40,Travel_Rarely,Sales,6,3,Life Sciences,3,Manufacturing Director,104820,1.0,11,1,21.0,6,21,12,8,2.0,2.0,2.0,2,3,7.906310013717421,0.29908634061967343,6
985,986,No,45,Travel_Rarely,Research & Development,19,4,Medical,1,Sales Representative,71190,4.0,15,0,9.0,2,5,0,3,3.0,3.0,4.0,3,3,7.787152777777778,0.32621992523742877,9
986,987,No,30,Travel_Frequently,Sales,9,3,Life Sciences,1,Research Director,95820,0.0,12,1,10.0,2,9,0,7,4.0,1.0,3.0,3,3,6.224120956399438,0.3072124697077768,12
987,988,No,24,Travel_Frequently,Sales,3,4,Marketing,1,Sales Executive,45080,0.0,11,1,3.0,5,2,2,1,1.0,4.0,,3,3,5.9512056737588654,0.31935175588482523,14
988,989,Yes,30,Travel_Frequently,Research & Development,10,3,Life Sciences,1,Human Resources,22070,6.0,14,0,6.0,4,4,1,2,3.0,4.0,2.0,3,3,6.717681159420289,0.2979421121718429,19
989,990,No,31,Travel_Rarely,Research & Development,3,2,Life Sciences,3,Laboratory Technician,77560,1.0,15,2,6.0,3,5,0,2,1.0,3.0,3.0,4,3,7.609637681159421,0.28888443459477836,19
990,991,No,27,Travel_Rarely,Sales,3,3,Life Sciences,1,Manager,66940,1.0,13,1,6.0,2,6,1,4,3.0,4.0,2.0,2,3,6.304657933042213,0.30602099917703274,20
991,992,Yes,29,Travel_Rarely,Sales,4,3,Marketing,5,Research Scientist,36910,1.0,13,0,2.0,3,2,2,2,2.0,2.0,3.0,3,3,6.805822416302766,0.3177775893838148,20
992,993,No,29,Travel_Frequently,Research & Development,8,4,Life Sciences,1,Sales Executive,23770,8.0,21,1,10.0,2,3,0,2,4.0,3.0,4.0,3,4,8.80451388888889,0.29536817074387045,9
993,994,No,30,Travel_Rarely,Sales,7,3,Life Sciences,3,Sales Executive,23130,2.0,11,0,12.0,5,7,1,7,3.0,1.0,3.0,3,3,8.030663780663781,0.3023418965447784,18
994,995,No,34,Travel_Rarely,Research & Development,1,2,Medical,2,Healthcare Representative,176650,0.0,11,0,6.0,5,5,1,2,4.0,4.0,3.0,2,3,9.935935302390998,0.29209226258181514,12
995,996,No,33,Non-Travel,Research & Development,2,4,Medical,1,Sales Representative,25960,8.0,14,1,13.0,4,11,1,7,4.0,2.0,2.0,3,3,7.385891812865496,0.31003290712474746,21
996,997,No,49,Travel_Rarely,Sales,3,4,Marketing,1,Sales Executive,47280,3.0,11,1,8.0,4,5,0,4,4.0,4.0,4.0,3,3,7.697357723577237,0.30700349909505353,3
997,998,Yes,33,Travel_Rarely,Research & Development,10,3,Life Sciences,1,Sales Executive,43020,2.0,13,0,11.0,3,0,0,0,1.0,1.0,2.0,1,3,8.278216374269006,0.30263726440403443,21
998,999,No,38,Travel_Frequently,Research & Development,28,3,Medical,1,Healthcare Representative,29790,4.0,12,1,9.0,3,6,0,5,3.0,2.0,2.0,3,3,7.877482993197278,0.30292566656085035,4
999,1000,Yes,31,Travel_Rarely,Human Resources,9,4,Human Resources,2,Laboratory Technician,168850,2.0,14,2,10.0,2,1,0,0,1.0,3.0,3.0,3,3,6.192424242424242,0.2905340069298884,7
1000,1001,No,29,Travel_Rarely,Research & Development,3,4,Other,2,Sales Representative,55930,1.0,13,1,1.0,3,1,0,0,4.0,1.0,3.0,3,3,6.292035398230088,0.27685725163583286,23
1001,1002,No,30,Travel_Rarely,Research & Development,2,1,Medical,1,Sales Representative,104450,3.0,18,1,10.0,3,7,1,7,3.0,3.0,3.0,3,3,6.82691771269177,0.32293866870481447,10
1002,1003,No,32,Non-Travel,Research & Development,10,4,Life Sciences,1,Laboratory Technician,87400,2.0,11,1,12.0,2,7,0,7,2.0,2.0,3.0,3,3,6.015643274853801,0.2921969706007606,21
1003,1004,No,38,Travel_Rarely,Research & Development,8,2,Technical Degree,1,Manufacturing Director,25140,3.0,11,0,15.0,2,1,1,0,2.0,4.0,3.0,2,3,9.018652482269504,0.28380782927812154,14
1004,1005,Yes,43,Travel_Frequently,Research & Development,1,4,Other,3,Sales Executive,76550,9.0,12,1,6.0,3,1,0,0,3.0,3.0,3.0,3,3,8.407083333333334,0.28059264743805457,9
1005,1006,No,42,Travel_Rarely,Human Resources,1,3,Other,1,Healthcare Representative,174650,8.0,13,1,7.0,3,5,0,4,2.0,2.0,2.0,3,3,6.682977207977209,0.2830920984991641,15
1006,1007,No,55,Travel_Rarely,Research & Development,3,2,Life Sciences,1,Sales Executive,73510,8.0,20,1,34.0,3,1,0,0,3.0,1.0,3.0,3,4,7.605890804597701,0.2868256234507911,17
1007,1008,No,33,Non-Travel,Research & Development,14,3,Other,1,Research Scientist,108200,5.0,12,0,11.0,2,9,1,7,4.0,2.0,2.0,3,3,6.714367816091954,0.3017541036022948,17
1008,1009,No,41,Travel_Rarely,Research & Development,5,3,Medical,1,Sales Representative,121690,1.0,19,0,5.0,2,5,0,4,3.0,1.0,3.0,3,3,6.2615062761506275,0.29382512316972703,10
1009,1010,No,34,Non-Travel,Research & Development,7,4,Medical,1,Research Scientist,196260,1.0,21,0,15.0,5,15,0,7,4.0,3.0,3.0,2,4,8.1755230125523,0.2722128841649178,10
1010,1011,No,53,Non-Travel,Research & Development,10,4,Medical,2,Healthcare Representative,20700,4.0,13,2,27.0,2,3,0,2,1.0,3.0,2.0,4,3,8.107974137931034,0.28773601890019396,17
1011,1012,No,43,Travel_Rarely,Sales,16,2,Marketing,1,Laboratory Technician,67820,0.0,16,1,10.0,2,9,1,8,2.0,4.0,3.0,3,3,6.088247863247863,0.27552215352368475,15
1012,1013,No,34,Travel_Rarely,Sales,10,2,Life Sciences,5,Sales Executive,77790,5.0,12,1,6.0,2,2,2,2,4.0,4.0,3.0,3,3,7.703142076502732,0.2879986525913153,5
1013,1014,Yes,21,Travel_Rarely,Sales,1,2,Marketing,5,Healthcare Representative,27910,1.0,14,0,1.0,3,1,1,0,2.0,2.0,3.0,4,3,7.487446808510637,0.308963196233678,14
1014,1015,No,38,Travel_Rarely,Research & Development,8,2,Life Sciences,2,Sales Executive,32010,1.0,11,1,5.0,3,5,0,4,4.0,3.0,3.0,2,3,6.380014124293786,0.3162010400503788,13
1015,1016,Yes,22,Travel_Rarely,Research & Development,1,3,Other,4,Research Scientist,49680,1.0,14,0,1.0,3,1,0,0,3.0,1.0,3.0,3,3,8.877709190672151,0.2927533728009964,6
1016,1017,No,31,Travel_Rarely,Research & Development,8,5,Life Sciences,5,Sales Executive,131200,1.0,12,2,13.0,6,12,5,7,1.0,4.0,3.0,2,3,7.29367816091954,0.30019673603763963,17
1017,1018,No,51,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Manager,40330,2.0,14,0,15.0,2,2,2,2,1.0,3.0,3.0,3,3,6.720253164556961,0.28178826118247624,12
1018,1019,No,37,Travel_Rarely,Research & Development,24,1,Life Sciences,2,Sales Executive,32910,1.0,16,3,5.0,2,5,0,3,2.0,2.0,3.0,2,3,7.974793388429752,0.3019991220324212,7
1019,1020,No,46,Travel_Rarely,Sales,3,4,Marketing,1,Sales Representative,42720,7.0,13,0,24.0,3,2,2,2,3.0,4.0,3.0,4,3,10.018843537414966,0.28743493872559234,4
1020,1021,No,36,Travel_Rarely,Research & Development,27,3,Technical Degree,4,Research Scientist,50560,7.0,12,0,15.0,2,12,5,7,4.0,1.0,3.0,2,3,9.545902777777778,0.31068267095111857,9
1021,1022,Yes,44,Travel_Frequently,Sales,10,4,Life Sciences,1,Research Scientist,28440,1.0,12,0,6.0,2,5,2,3,3.0,2.0,2.0,4,3,9.284782608695652,0.29381354974946816,19
1022,1023,No,37,Travel_Rarely,Research & Development,19,2,Technical Degree,2,Sales Executive,27030,2.0,14,0,19.0,2,10,4,7,3.0,2.0,2.0,3,3,6.1114035087719305,0.3027997668082186,21
1023,1024,Yes,35,Travel_Rarely,Research & Development,15,4,Life Sciences,2,Research Scientist,19040,1.0,22,1,10.0,4,10,7,7,3.0,4.0,3.0,3,4,8.591193595342066,0.2973215901587149,20
1024,1025,No,33,Travel_Rarely,Research & Development,8,5,Medical,2,Laboratory Technician,82240,6.0,19,0,14.0,3,10,7,6,4.0,1.0,3.0,3,3,8.00108843537415,0.2987824026812383,4
1025,1026,No,28,Travel_Rarely,Sales,9,3,Medical,2,Sales Executive,47660,1.0,12,0,5.0,3,5,0,3,3.0,4.0,4.0,3,3,7.3979621542940315,0.29199778754656475,20
1026,1027,No,39,Travel_Rarely,Sales,3,4,Marketing,2,Laboratory Technician,26100,7.0,12,0,9.0,2,4,2,2,3.0,3.0,3.0,2,3,6.895955369595537,0.31537010624400913,10
1027,1028,No,46,Non-Travel,Research & Development,9,2,Life Sciences,2,Manufacturing Director,57310,8.0,17,0,6.0,2,2,2,2,2.0,2.0,3.0,3,3,6.693004115226337,0.2858241702794587,6
1028,1029,No,40,Travel_Rarely,Research & Development,2,2,Medical,1,Research Director,25390,4.0,12,1,7.0,3,4,0,2,3.0,1.0,2.0,3,3,6.598768115942028,0.2978703465120907,19
1029,1030,No,42,Travel_Rarely,Research & Development,7,4,Other,2,Laboratory Technician,57140,5.0,11,0,10.0,2,0,0,0,2.0,1.0,2.0,3,3,6.597041847041846,0.304653113644595,18
1030,1031,No,35,Non-Travel,Sales,10,1,Life Sciences,2,Research Director,43230,2.0,18,3,15.0,3,7,1,7,2.0,4.0,3.0,3,3,6.677355836849507,0.2943731465729649,12
1031,1032,No,38,Non-Travel,Sales,6,4,Marketing,3,Sales Executive,73360,5.0,11,0,13.0,3,11,3,8,1.0,2.0,3.0,3,3,7.8032103825136625,0.291859707236598,5
1032,1033,Yes,34,Travel_Frequently,Research & Development,2,1,Life Sciences,1,Manufacturing Director,134990,4.0,23,2,11.0,2,7,0,7,4.0,1.0,2.0,4,4,7.893840579710146,0.30412539318249615,19
1033,1034,Yes,37,Travel_Rarely,Research & Development,24,3,Life Sciences,1,Laboratory Technician,137580,1.0,11,1,10.0,5,10,0,8,4.0,1.0,1.0,3,3,6.208847736625515,0.301559197900296,6
1034,1035,No,39,Travel_Frequently,Research & Development,2,1,Medical,2,Healthcare Representative,51550,2.0,18,1,7.0,3,2,2,2,3.0,4.0,3.0,2,3,6.199023709902372,0.3001107418343875,10
1035,1036,No,43,Non-Travel,Human Resources,8,5,Medical,3,Sales Executive,22580,4.0,18,0,7.0,2,3,1,2,1.0,3.0,2.0,3,3,7.417256637168142,0.31581105651887253,23
1036,1037,No,41,Travel_Rarely,Research & Development,3,3,Life Sciences,3,Research Scientist,35970,3.0,13,1,11.0,2,3,1,2,2.0,2.0,1.0,1,3,7.80049645390071,0.3007138698958013,14
1037,1038,No,41,Travel_Rarely,Research & Development,1,1,Technical Degree,3,Laboratory Technician,25150,0.0,18,0,23.0,2,22,13,5,3.0,3.0,4.0,2,3,10.323428961748634,0.29474146610005997,5
1038,1039,No,30,Travel_Rarely,Sales,26,3,Marketing,2,Manager,44200,9.0,11,0,9.0,3,7,0,2,1.0,3.0,3.0,3,3,7.069986168741356,0.2999739496796812,8
1039,1040,Yes,26,Travel_Rarely,Human Resources,2,1,Technical Degree,3,Sales Executive,65780,0.0,15,2,6.0,3,5,1,4,4.0,2.0,3.0,2,3,8.694710144927535,0.2663354610632722,19
1040,1041,Yes,46,Travel_Rarely,Research & Development,10,3,Medical,1,Sales Executive,44220,4.0,11,1,13.0,2,9,3,7,4.0,2.0,4.0,3,3,7.967278911564626,0.2998840845367632,4
1041,1042,No,40,Travel_Rarely,Sales,27,2,Medical,3,Sales Executive,102740,4.0,18,0,12.0,3,5,0,3,3.0,4.0,3.0,3,3,6.591487839771101,0.2938615009742634,16
1042,1043,No,34,Travel_Rarely,Research & Development,2,3,Life Sciences,2,Laboratory Technician,53430,1.0,14,0,10.0,5,10,4,8,2.0,3.0,3.0,2,3,7.373994252873564,0.30580501758347767,17
1043,1044,No,58,Non-Travel,Research & Development,2,4,Medical,1,Laboratory Technician,23760,4.0,12,1,37.0,3,16,14,14,2.0,2.0,2.0,3,3,6.604115226337448,0.2885982733892829,6
1044,1045,No,35,Travel_Rarely,Research & Development,8,1,Technical Degree,3,Manufacturing Director,53460,0.0,14,0,6.0,3,5,0,3,2.0,3.0,4.0,2,3,7.403801169590643,0.28047261602821766,21
1045,1046,No,47,Travel_Rarely,Research & Development,19,5,Medical,2,Research Scientist,28270,8.0,14,1,28.0,3,22,14,10,3.0,2.0,3.0,3,3,10.71014184397163,0.28931316516858013,14
1046,1047,No,40,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Manager,199430,2.0,13,1,15.0,3,7,7,7,2.0,1.0,3.0,3,3,7.227496483825597,0.2961266052714078,12
1047,1048,No,54,Travel_Rarely,Sales,27,4,Medical,1,Research Scientist,31310,4.0,14,0,14.0,3,7,1,7,4.0,4.0,2.0,2,3,7.084425036390101,0.3051276517719229,20
1048,1049,No,31,Travel_Frequently,Sales,8,4,Other,3,Manufacturing Director,25520,2.0,18,0,9.0,2,3,2,2,1.0,1.0,3.0,3,3,7.491063829787234,0.295543020179503,14
1049,1050,No,28,Travel_Rarely,Sales,1,2,Life Sciences,3,Manager,44770,1.0,15,0,3.0,6,3,1,2,3.0,1.0,3.0,3,3,7.551811594202899,0.2920696648762701,19
1050,1051,No,38,Travel_Rarely,Research & Development,19,3,Medical,2,Manufacturing Director,64740,2.0,13,2,20.0,3,4,0,3,2.0,4.0,2.0,1,3,9.511344537815125,0.2793419034697864,11
1051,1052,No,26,Travel_Rarely,Sales,8,3,Marketing,1,Healthcare Representative,30330,1.0,12,0,5.0,2,5,1,2,3.0,4.0,3.0,2,3,6.121269177126918,0.311513480613033,10
1052,1053,No,58,Travel_Frequently,Research & Development,10,4,Technical Degree,1,Sales Representative,29360,2.0,13,1,23.0,3,2,2,2,1.0,3.0,3.0,3,3,9.588819444444445,0.31021758312702524,9
1053,1054,No,18,Non-Travel,Research & Development,2,3,Life Sciences,3,Sales Representative,186060,1.0,24,2,0.0,4,0,0,0,2.0,3.0,1.0,3,4,7.652695035460993,0.3084236120836403,14
1054,1055,Yes,31,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Laboratory Technician,21680,0.0,14,1,2.0,2,1,0,0,4.0,1.0,3.0,3,3,6.111063829787233,0.30242995897647906,14
1055,1056,Yes,29,Travel_Rarely,Research & Development,8,2,Medical,1,Manager,28530,4.0,14,1,4.0,5,2,2,0,1.0,1.0,3.0,2,3,8.696296296296296,0.3044480490009197,6
1056,1057,No,45,Non-Travel,Sales,1,4,Technical Degree,1,Research Scientist,170480,4.0,15,0,10.0,3,8,5,7,3.0,3.0,4.0,2,3,7.20301724137931,0.2663126164199149,17
1057,1058,No,36,Travel_Rarely,Sales,2,3,Technical Degree,5,Laboratory Technician,22900,4.0,11,0,15.0,5,1,0,0,4.0,2.0,3.0,3,3,10.658652482269503,0.31430185275486133,14
1058,1059,No,43,Travel_Frequently,Sales,8,3,Medical,1,Research Director,36000,1.0,23,0,7.0,2,7,7,7,1.0,4.0,3.0,3,4,6.9956521739130455,0.2973562004312128,19
1059,1060,No,27,Travel_Frequently,Sales,8,4,Life Sciences,5,Research Scientist,21070,0.0,13,0,6.0,2,5,0,2,4.0,4.0,2.0,3,3,10.205440771349862,0.2931753791944274,7
1060,1061,No,29,Travel_Frequently,Research & Development,6,2,Medical,1,Human Resources,41150,1.0,11,0,11.0,1,11,3,10,4.0,4.0,4.0,3,3,7.69395218002813,0.29325275641986637,12
