,EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,JobLevel,JobRole,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Attrition
1111,1112,28,Yes,Travel_Rarely,Research & Development,25,3,Technical Degree,1112,1,Research Director,187890,3.0,16,1,6.0,4,2,2,2,4.0,3.0,3.0,3,3,Yes
1112,1113,47,No,Non-Travel,Research & Development,1,4,Medical,1113,1,Research Scientist,45380,8.0,11,0,16.0,3,8,1,7,3.0,2.0,4.0,3,3,No
1113,1114,56,No,Travel_Rarely,Research & Development,4,3,Technical Degree,1114,2,Sales Executive,198470,4.0,14,0,6.0,6,0,0,0,4.0,1.0,3.0,3,3,No
1114,1115,39,No,Travel_Rarely,Research & Development,1,3,Other,1115,1,Laboratory Technician,105120,1.0,12,1,10.0,2,10,7,9,1.0,1.0,3.0,3,3,No
1115,1116,38,No,Travel_Frequently,Research & Development,4,2,Medical,1116,1,Manager,44440,1.0,13,0,20.0,2,20,0,7,4.0,2.0,3.0,3,3,No
1116,1117,58,No,Travel_Rarely,Sales,5,3,Marketing,1117,5,Sales Representative,21540,4.0,21,1,29.0,3,1,0,0,4.0,4.0,2.0,3,4,No
1117,1118,32,Yes,Travel_Frequently,Research & Development,9,3,Life Sciences,1118,2,Laboratory Technician,191900,3.0,17,1,8.0,2,4,0,3,1.0,3.0,3.0,3,3,Yes
1118,1119,38,No,Travel_Rarely,Research & Development,3,4,Life Sciences,1119,1,Sales Representative,44900,2.0,21,1,10.0,1,5,0,3,2.0,4.0,4.0,3,4,No
1119,1120,49,No,Travel_Frequently,Sales,11,4,Life Sciences,1120,2,Research Scientist,35060,3.0,11,1,28.0,4,5,4,3,2.0,4.0,3.0,2,3,No
1120,1121,42,No,Travel_Rarely,Sales,1,3,Life Sciences,1121,1,Sales Executive,23720,3.0,12,1,14.0,3,0,0,0,2.0,4.0,3.0,3,3,No
1121,1122,27,Yes,Travel_Frequently,Sales,8,1,Life Sciences,1122,4,Laboratory Technician,102310,1.0,13,1,1.0,2,1,0,0,1.0,2.0,3.0,3,3,Yes
1122,1123,35,No,Travel_Rarely,Research & Development,25,1,Medical,1123,1,Sales Executive,54100,0.0,18,0,6.0,4,5,0,4,2.0,1.0,1.0,3,3,No
1123,1124,28,No,Non-Travel,Research & Development,21,1,Medical,1124,3,Research Scientist,79780,1.0,16,2,5.0,2,5,1,4,3.0,3.0,2.0,3,3,No
1124,1125,31,No,Non-Travel,Sales,23,1,Medical,1125,1,Sales Executive,38670,1.0,11,1,4.0,4,4,2,3,3.0,1.0,4.0,4,3,No
1125,1126,36,No,Non-Travel,Research & Development,1,3,Life Sciences,1126,2,Research Scientist,28380,1.0,19,2,5.0,5,5,0,2,1.0,2.0,3.0,1,3,No
1126,1127,34,No,Travel_Rarely,Sales,2,3,Marketing,1127,4,Healthcare Representative,46950,1.0,16,1,14.0,2,14,2,1,1.0,4.0,2.0,3,3,No
1127,1128,34,No,Travel_Rarely,Research & Development,19,3,Technical Degree,1128,1,Research Director,33390,1.0,16,0,9.0,2,8,1,1,4.0,3.0,2.0,2,3,No
1128,1129,26,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1129,2,Research Scientist,20800,0.0,13,0,8.0,6,7,7,6,3.0,1.0,2.0,4,3,No
1129,1130,29,No,Travel_Rarely,Research & Development,2,4,Other,1130,2,Laboratory Technician,20960,0.0,22,0,6.0,2,5,0,2,1.0,1.0,2.0,4,4,No
1130,1131,32,No,Non-Travel,Research & Development,3,1,Life Sciences,1131,3,Manager,62090,5.0,17,1,9.0,5,5,1,2,3.0,4.0,3.0,4,3,No
1131,1132,31,No,Travel_Frequently,Research & Development,25,5,Technical Degree,1132,2,Human Resources,180610,1.0,14,1,10.0,2,10,8,7,4.0,1.0,3.0,3,3,No
1132,1133,28,Yes,Travel_Rarely,Sales,7,5,Life Sciences,1133,2,Sales Representative,171230,5.0,15,1,6.0,2,4,0,3,3.0,4.0,2.0,2,3,Yes
1133,1134,38,No,Travel_Rarely,Research & Development,9,2,Technical Degree,1134,3,Sales Representative,23720,4.0,12,0,20.0,3,1,0,0,1.0,1.0,2.0,2,3,No
1134,1135,35,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1135,2,Sales Representative,48830,1.0,18,1,10.0,1,10,0,9,3.0,4.0,3.0,1,3,No
1135,1136,27,No,Travel_Rarely,Sales,2,3,Life Sciences,1136,1,Manager,39040,1.0,15,0,7.0,2,7,0,7,4.0,4.0,3.0,3,3,No
1136,1137,32,No,Travel_Rarely,Research & Development,8,1,Medical,1137,2,Research Scientist,46270,8.0,17,1,8.0,2,1,0,0,4.0,4.0,3.0,2,3,No
1137,1138,31,Yes,Travel_Frequently,Research & Development,2,1,Other,1138,3,Sales Executive,70940,1.0,14,1,10.0,2,10,0,8,1.0,4.0,3.0,3,3,Yes
1138,1139,53,Yes,Travel_Rarely,Research & Development,18,3,Medical,1139,1,Research Scientist,34230,6.0,15,1,15.0,4,2,2,2,1.0,1.0,2.0,3,3,Yes
1139,1140,54,No,Travel_Rarely,Research & Development,14,3,Other,1140,3,Research Scientist,66740,3.0,17,1,9.0,2,4,2,3,1.0,3.0,2.0,3,3,No
1140,1141,33,No,Travel_Frequently,Research & Development,2,4,Medical,1141,4,Sales Executive,168800,1.0,14,3,9.0,2,9,2,8,4.0,3.0,3.0,3,3,No
1141,1142,43,No,Travel_Rarely,Research & Development,3,3,Medical,1142,1,Research Scientist,90940,1.0,12,1,10.0,0,10,0,9,1.0,3.0,3.0,3,3,No
1142,1143,38,No,Travel_Frequently,Research & Development,2,5,Medical,1143,4,Sales Executive,84460,0.0,14,0,7.0,3,6,1,2,4.0,2.0,3.0,2,3,No
1143,1144,55,No,Travel_Rarely,Sales,9,3,Marketing,1144,2,Laboratory Technician,119160,4.0,15,1,35.0,3,10,1,4,3.0,2.0,3.0,2,3,No
1144,1145,31,No,Travel_Rarely,Sales,6,3,Other,1145,1,Manufacturing Director,45340,1.0,13,0,1.0,2,1,0,0,4.0,4.0,3.0,3,3,No
1145,1146,39,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1146,2,Sales Executive,98520,0.0,12,1,21.0,5,20,11,10,2.0,1.0,3.0,2,3,No
1146,1147,42,No,Non-Travel,Research & Development,10,4,Life Sciences,1147,2,Research Scientist,61510,1.0,13,1,20.0,3,20,3,7,4.0,3.0,3.0,3,3,No
1147,1148,31,No,Non-Travel,Research & Development,14,2,Life Sciences,1148,2,Healthcare Representative,23020,4.0,14,0,13.0,3,11,4,8,3.0,3.0,4.0,3,3,No
1148,1149,54,No,Travel_Rarely,Research & Development,1,3,Medical,1149,2,Human Resources,23620,6.0,13,1,9.0,2,5,1,4,3.0,1.0,3.0,4,3,No
1149,1150,24,No,Travel_Rarely,Research & Development,5,4,Other,1150,1,Manufacturing Director,178610,1.0,11,2,4.0,5,4,1,2,2.0,3.0,2.0,1,3,No
1150,1151,23,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1151,2,Research Scientist,191870,1.0,11,1,5.0,2,5,1,4,4.0,4.0,4.0,3,3,No
1151,1152,40,No,Travel_Frequently,Research & Development,21,3,Medical,1152,3,Research Scientist,197170,1.0,21,0,10.0,1,10,9,4,4.0,3.0,4.0,2,4,No
1152,1153,40,No,Travel_Rarely,Research & Development,8,1,Medical,1153,5,Research Scientist,35440,3.0,18,3,15.0,3,11,5,10,2.0,2.0,3.0,2,3,No
1153,1154,25,No,Travel_Rarely,Sales,20,5,Medical,1154,2,Laboratory Technician,85000,4.0,12,0,6.0,2,2,1,2,3.0,2.0,3.0,3,3,No
1154,1155,30,No,Travel_Rarely,Human Resources,20,4,Life Sciences,1155,2,Research Scientist,46610,1.0,11,0,12.0,3,12,1,7,4.0,2.0,2.0,2,3,No
1155,1156,25,No,Travel_Rarely,Research & Development,7,2,Medical,1156,5,Sales Executive,41030,6.0,15,1,7.0,2,2,0,2,4.0,3.0,2.0,3,3,No
1156,1157,47,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1157,2,Sales Executive,42490,2.0,13,1,25.0,2,17,12,11,1.0,3.0,3.0,2,3,No
1157,1158,33,No,Non-Travel,Research & Development,1,3,Life Sciences,1158,2,Research Scientist,140260,1.0,12,0,1.0,4,1,0,0,2.0,3.0,2.0,3,3,No
1158,1159,38,No,Travel_Rarely,Research & Development,19,3,Life Sciences,1159,2,Sales Executive,68930,0.0,17,0,16.0,3,15,5,8,4.0,2.0,3.0,3,3,No
1159,1160,31,No,Travel_Rarely,Research & Development,10,4,Medical,1160,3,Sales Executive,61250,0.0,13,1,3.0,3,2,1,2,1.0,3.0,3.0,3,3,No
1160,1161,38,No,Travel_Frequently,Research & Development,1,4,Other,1161,2,Research Scientist,36690,2.0,19,0,10.0,2,8,7,7,1.0,3.0,3.0,3,3,No
1161,1162,42,No,Travel_Rarely,Research & Development,6,3,Medical,1162,2,Laboratory Technician,100080,6.0,19,1,9.0,3,4,1,2,4.0,1.0,2.0,1,3,No
1162,1163,41,No,Travel_Rarely,Sales,2,2,Medical,1163,1,Healthcare Representative,23870,3.0,17,1,12.0,1,5,1,0,4.0,4.0,3.0,1,3,No
1163,1164,47,No,Non-Travel,Research & Development,21,2,Medical,1164,1,Sales Executive,46390,0.0,11,1,14.0,2,13,5,12,3.0,2.0,1.0,2,3,No
1164,1165,35,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1165,2,Healthcare Representative,78980,7.0,15,0,5.0,2,2,2,2,4.0,3.0,3.0,2,3,No
1165,1166,22,No,Travel_Rarely,Human Resources,12,1,Human Resources,1166,2,Sales Executive,25340,0.0,11,0,4.0,1,3,1,2,4.0,3.0,4.0,3,3,No
1166,1167,35,No,Travel_Rarely,Research & Development,9,3,Medical,1167,2,Sales Executive,131420,1.0,25,2,10.0,4,10,0,8,2.0,3.0,3.0,3,4,No
1167,1168,33,No,Travel_Rarely,Sales,3,4,Medical,1168,3,Healthcare Representative,16110,0.0,14,0,10.0,2,9,8,1,2.0,4.0,3.0,2,3,No
1168,1169,32,No,Travel_Rarely,Research & Development,3,2,Technical Degree,1169,3,Manufacturing Director,53630,1.0,13,0,6.0,4,6,4,1,3.0,2.0,3.0,3,3,No
1169,1170,40,No,Travel_Rarely,Research & Development,1,4,Medical,1170,2,Research Director,50710,8.0,17,1,8.0,3,1,0,0,1.0,4.0,2.0,2,3,No
1170,1171,32,No,Travel_Rarely,Research & Development,1,2,Medical,1171,3,Sales Executive,136950,0.0,13,0,3.0,3,2,2,2,2.0,2.0,3.0,3,3,No
1171,1172,39,No,Travel_Rarely,Research & Development,4,4,Life Sciences,1172,1,Sales Executive,134020,7.0,14,1,18.0,1,7,1,7,1.0,4.0,3.0,3,3,No
1172,1173,38,No,Travel_Rarely,Sales,20,4,Medical,1173,2,Research Director,20290,3.0,11,1,20.0,3,18,1,11,2.0,3.0,3.0,2,3,No
1173,1174,32,No,Travel_Rarely,Research & Development,18,3,Life Sciences,1174,2,Manager,63770,1.0,12,2,14.0,3,14,5,7,3.0,4.0,3.0,3,3,No
1174,1175,37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1175,4,Sales Executive,54290,1.0,17,1,16.0,3,16,6,8,3.0,4.0,3.0,3,3,No
1175,1176,25,No,Travel_Rarely,Research & Development,2,4,Medical,1176,2,Manufacturing Director,27850,0.0,21,0,6.0,2,5,0,4,1.0,3.0,2.0,3,4,No
1176,1177,52,No,Non-Travel,Research & Development,2,4,Other,1177,1,Manager,46140,2.0,16,1,16.0,3,9,0,0,1.0,4.0,2.0,3,3,No
1177,1178,44,No,Travel_Rarely,Research & Development,8,1,Life Sciences,1178,1,Sales Representative,26100,6.0,15,0,6.0,2,4,1,2,2.0,4.0,3.0,3,3,No
1178,1179,21,No,Travel_Rarely,Sales,10,5,Medical,1179,3,Research Scientist,66870,1.0,19,3,2.0,0,2,1,2,3.0,1.0,3.0,3,3,No
1179,1180,39,No,Non-Travel,Research & Development,3,4,Life Sciences,1180,2,Research Director,47240,2.0,12,1,21.0,4,6,1,3,4.0,4.0,2.0,4,3,No
1180,1181,23,Yes,Travel_Frequently,Research & Development,2,4,Life Sciences,1181,2,Manufacturing Director,61790,1.0,11,0,1.0,3,1,1,0,4.0,1.0,2.0,3,3,Yes
1181,1182,36,No,Travel_Rarely,Research & Development,24,3,Life Sciences,1182,2,Laboratory Technician,61200,0.0,19,0,10.0,2,9,3,4,1.0,4.0,3.0,3,3,No
1182,1183,36,No,Travel_Frequently,Research & Development,16,1,Medical,1183,2,Sales Executive,105960,7.0,15,0,18.0,3,4,0,2,4.0,2.0,3.0,2,3,No
1183,1184,56,No,Non-Travel,Research & Development,8,1,Life Sciences,1184,1,Sales Executive,54670,1.0,20,0,13.0,6,13,1,9,3.0,3.0,2.0,2,4,No
1184,1185,29,Yes,Travel_Rarely,Research & Development,9,4,Medical,1185,2,Sales Representative,29960,9.0,25,0,4.0,4,2,2,2,1.0,4.0,4.0,3,4,Yes
1185,1186,42,No,Travel_Rarely,Research & Development,17,1,Life Sciences,1186,3,Research Scientist,99980,5.0,24,2,24.0,3,22,4,14,1.0,3.0,2.0,2,4,No
1186,1187,56,Yes,Travel_Rarely,Sales,10,4,Other,1187,2,Sales Executive,40780,8.0,24,1,14.0,3,10,9,8,4.0,3.0,1.0,3,4,Yes
1187,1188,41,No,Travel_Rarely,Research & Development,13,4,Life Sciences,1188,1,Healthcare Representative,109200,0.0,15,1,21.0,3,20,0,10,1.0,2.0,3.0,4,3,No
1188,1189,34,No,Travel_Rarely,Sales,1,3,Medical,1189,1,Laboratory Technician,62320,1.0,13,1,8.0,3,8,1,7,4.0,3.0,3.0,3,3,No
1189,1190,36,No,Non-Travel,Sales,1,1,Medical,1190,1,Human Resources,132470,1.0,14,0,15.0,3,15,11,11,4.0,4.0,2.0,3,3,No
1190,1191,41,No,Travel_Rarely,Research & Development,1,5,Medical,1191,1,Healthcare Representative,40810,2.0,13,0,14.0,3,5,0,4,3.0,2.0,3.0,3,3,No
1191,1192,32,No,Travel_Rarely,Sales,9,4,Life Sciences,1192,2,Research Scientist,57690,1.0,11,0,4.0,3,4,1,2,4.0,1.0,3.0,3,3,No
1192,1193,35,No,Travel_Rarely,Research & Development,16,3,Medical,1193,2,Healthcare Representative,23940,1.0,16,1,9.0,3,9,1,7,3.0,4.0,3.0,3,3,No
1193,1194,38,No,Travel_Rarely,Research & Development,23,3,Medical,1194,3,Sales Representative,39040,1.0,22,0,10.0,3,10,1,9,1.0,4.0,3.0,2,4,No
1194,1195,50,Yes,Travel_Frequently,Sales,4,2,Life Sciences,1195,2,Laboratory Technician,167990,7.0,14,1,12.0,2,6,0,1,2.0,3.0,3.0,2,3,Yes
1195,1196,36,No,Travel_Rarely,Research & Development,22,4,Life Sciences,1196,1,Healthcare Representative,29500,4.0,14,0,8.0,1,6,0,0,2.0,,2.0,2,3,No
1196,1197,45,No,Travel_Rarely,Sales,24,3,Life Sciences,1197,1,Laboratory Technician,36290,8.0,16,1,8.0,2,5,0,1,4.0,3.0,3.0,4,3,No
1197,1198,40,No,Travel_Rarely,Sales,10,4,Life Sciences,1198,1,Research Scientist,93620,2.0,11,1,8.0,6,2,2,2,3.0,3.0,,3,3,No
1198,1199,35,No,Travel_Frequently,Sales,7,2,Life Sciences,1199,2,Manufacturing Director,32290,1.0,25,0,10.0,2,10,0,2,3.0,3.0,4.0,2,4,No
1199,1200,40,No,Travel_Rarely,Research & Development,17,4,Life Sciences,1200,1,Manager,35780,2.0,14,1,20.0,2,5,0,2,3.0,3.0,3.0,3,3,No
1200,1201,35,No,Travel_Rarely,Human Resources,14,1,Life Sciences,1201,2,Research Scientist,79880,1.0,18,0,4.0,3,4,1,1,3.0,4.0,3.0,3,3,No
1201,1202,29,No,Travel_Rarely,Research & Development,1,3,Medical,1202,3,Sales Executive,42840,4.0,11,0,10.0,5,4,0,3,4.0,2.0,3.0,2,3,No
1202,1203,29,No,Travel_Rarely,Research & Development,5,3,Medical,1203,2,Sales Representative,75530,1.0,19,0,5.0,3,5,0,4,4.0,1.0,1.0,3,3,No
1203,1204,50,Yes,Travel_Rarely,Research & Development,17,3,Medical,1204,1,Research Scientist,173280,4.0,15,2,20.0,1,3,2,0,4.0,1.0,3.0,3,3,Yes
1204,1205,39,No,Travel_Rarely,Sales,25,3,Medical,1205,2,Sales Executive,197010,0.0,11,0,21.0,3,20,9,6,2.0,4.0,2.0,4,3,No
1205,1206,31,No,Non-Travel,Research & Development,8,4,Life Sciences,1206,4,Sales Executive,147320,0.0,12,0,10.0,3,9,1,7,2.0,1.0,3.0,3,3,No
1206,1207,26,No,Travel_Rarely,Research & Development,11,4,Medical,1207,2,Manager,92780,0.0,20,0,5.0,3,4,0,0,4.0,3.0,3.0,3,4,No
1207,1208,36,No,Travel_Frequently,Research & Development,5,1,Technical Degree,1208,1,Sales Executive,13590,4.0,12,0,17.0,2,5,0,3,3.0,4.0,3.0,3,3,No
1208,1209,39,No,Travel_Rarely,Research & Development,2,1,Medical,1209,1,Research Scientist,47790,4.0,14,2,9.0,3,7,1,7,4.0,1.0,3.0,3,3,No
1209,1210,27,No,Travel_Rarely,Research & Development,8,2,Medical,1210,1,Laboratory Technician,164220,1.0,20,1,6.0,3,6,0,3,2.0,2.0,3.0,3,4,No
1210,1211,49,No,Travel_Frequently,Research & Development,6,1,Medical,1211,3,Healthcare Representative,29960,2.0,18,1,17.0,2,9,0,8,4.0,2.0,2.0,2,3,No
1211,1212,34,No,Travel_Rarely,Sales,4,3,Medical,1212,1,Sales Executive,12610,2.0,14,1,6.0,6,4,1,2,2.0,3.0,4.0,3,3,No
1212,1213,41,Yes,Travel_Rarely,Research & Development,7,2,Life Sciences,1213,1,Research Scientist,20990,8.0,12,1,8.0,2,6,0,5,2.0,4.0,1.0,3,3,Yes
1213,1214,49,No,Travel_Frequently,Sales,1,4,Life Sciences,1214,2,Manufacturing Director,58100,1.0,21,1,10.0,2,10,1,7,3.0,2.0,3.0,3,4,No
1214,1215,37,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,1215,1,Sales Executive,56470,6.0,19,0,7.0,2,0,0,0,4.0,3.0,3.0,3,3,Yes
1215,1216,33,No,Travel_Frequently,Research & Development,10,2,Medical,1216,2,Research Scientist,34200,1.0,14,0,8.0,3,8,3,0,4.0,3.0,3.0,3,3,No
1216,1217,27,No,Travel_Rarely,Sales,5,4,Medical,1217,4,Manufacturing Director,44000,9.0,17,1,6.0,3,2,2,2,1.0,2.0,3.0,2,3,No
1217,1218,32,No,Travel_Frequently,Research & Development,9,2,Medical,1218,2,Research Scientist,35000,0.0,16,1,8.0,2,7,3,6,4.0,4.0,2.0,2,3,No
1218,1219,59,No,Travel_Rarely,Sales,2,2,Marketing,1219,5,Sales Representative,20660,4.0,12,1,12.0,3,1,0,0,3.0,1.0,2.0,3,3,No
1219,1220,30,No,Travel_Rarely,Research & Development,11,4,Medical,1220,2,Laboratory Technician,171690,1.0,17,2,1.0,2,1,0,0,4.0,3.0,3.0,3,3,No
1220,1221,38,No,Travel_Frequently,Sales,18,4,Life Sciences,1221,2,Healthcare Representative,41620,0.0,15,1,10.0,1,9,1,8,4.0,3.0,3.0,3,3,No
1221,1222,36,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1222,1,Sales Executive,92040,6.0,23,1,17.0,2,7,7,7,3.0,3.0,2.0,3,4,No
1222,1223,35,No,Travel_Rarely,Human Resources,3,4,Human Resources,1223,2,Manager,32940,0.0,11,0,6.0,2,5,0,3,1.0,2.0,3.0,3,3,No
1223,1224,29,No,Travel_Rarely,Sales,29,4,Life Sciences,1224,2,Laboratory Technician,21270,0.0,11,1,10.0,3,9,0,8,4.0,3.0,3.0,2,3,No
1224,1225,31,No,Travel_Rarely,Research & Development,2,2,Medical,1225,2,Laboratory Technician,39750,1.0,15,1,5.0,3,5,4,3,,3.0,2.0,3,3,No
1225,1226,34,No,Travel_Rarely,Research & Development,28,3,Technical Degree,1226,1,Laboratory Technician,107930,0.0,11,3,3.0,1,2,1,2,2.0,4.0,3.0,2,3,No
1226,1227,28,Yes,Travel_Rarely,Research & Development,1,4,Life Sciences,1227,5,Research Director,100960,5.0,13,0,6.0,2,4,0,3,3.0,3.0,3.0,3,3,Yes
1227,1228,29,No,Travel_Rarely,Research & Development,16,2,Life Sciences,1228,4,Laboratory Technician,36460,1.0,14,0,10.0,3,10,8,8,2.0,1.0,3.0,4,3,No
1228,1229,32,No,Travel_Rarely,Human Resources,22,3,Human Resources,1229,2,Research Director,74460,0.0,19,0,7.0,3,6,0,5,1.0,2.0,2.0,3,3,No
1229,1230,22,No,Non-Travel,Research & Development,8,3,Life Sciences,1230,3,Sales Executive,108510,1.0,16,1,1.0,2,1,0,0,4.0,4.0,2.0,4,3,No
1230,1231,53,No,Travel_Rarely,Research & Development,11,3,Medical,1231,2,Manager,21090,2.0,13,0,31.0,3,25,3,7,1.0,4.0,3.0,3,3,No
1231,1232,38,No,Travel_Rarely,Research & Development,29,3,Life Sciences,1232,1,Manufacturing Director,37220,5.0,14,0,6.0,0,3,1,2,4.0,4.0,3.0,3,3,No
1232,1233,24,No,Non-Travel,Research & Development,1,5,Life Sciences,1233,3,Research Scientist,93800,0.0,16,0,5.0,2,4,1,3,1.0,3.0,2.0,2,3,No
1233,1234,36,Yes,Travel_Rarely,Research & Development,1,3,Life Sciences,1234,1,Research Director,54860,7.0,12,1,10.0,2,5,0,3,3.0,1.0,3.0,3,3,Yes
1234,1235,34,No,Travel_Rarely,Sales,24,3,Marketing,1235,4,Research Scientist,27420,0.0,11,1,13.0,2,12,2,11,1.0,2.0,3.0,3,3,No
1235,1236,21,No,Travel_Rarely,Sales,2,3,Life Sciences,1236,2,Manufacturing Director,137570,1.0,12,1,0.0,3,0,0,0,3.0,4.0,3.0,3,3,No
1236,1237,34,Yes,Travel_Rarely,Sales,15,2,Marketing,1237,2,Research Scientist,84630,2.0,13,0,8.0,2,4,1,3,2.0,1.0,3.0,1,3,Yes
1237,1238,53,No,Travel_Rarely,Sales,2,1,Life Sciences,1238,5,Human Resources,31620,4.0,15,0,26.0,4,14,4,8,3.0,3.0,2.0,3,3,No
1238,1239,32,Yes,Travel_Frequently,Research & Development,10,3,Medical,1239,2,Manufacturing Director,165980,1.0,13,0,10.0,2,10,6,7,2.0,1.0,3.0,3,3,Yes
1239,1240,42,No,Travel_Rarely,Research & Development,10,3,Technical Degree,1240,2,Laboratory Technician,66510,0.0,20,0,10.0,5,9,4,2,3.0,2.0,3.0,2,4,No
1240,1241,44,No,Travel_Rarely,Research & Development,3,1,Life Sciences,1241,1,Manufacturing Director,23450,3.0,15,2,24.0,0,22,5,17,1.0,4.0,3.0,3,3,No
1241,1242,46,No,Travel_Rarely,Sales,2,3,Life Sciences,1242,1,Research Scientist,34200,3.0,13,2,22.0,3,2,2,1,2.0,1.0,2.0,1,3,No
1242,1243,33,No,Travel_Rarely,Sales,3,3,Medical,1243,1,Manufacturing Director,43730,4.0,14,0,7.0,3,1,0,0,3.0,4.0,3.0,3,3,No
1243,1244,44,No,Travel_Rarely,Human Resources,26,3,Life Sciences,1244,5,Healthcare Representative,47590,2.0,21,0,9.0,2,4,1,3,4.0,4.0,4.0,3,4,No
1244,1245,30,No,Travel_Rarely,Research & Development,1,4,Technical Degree,1245,1,Research Scientist,53010,1.0,16,1,10.0,3,10,1,8,4.0,3.0,3.0,3,3,No
1245,1246,39,Yes,Travel_Rarely,Human Resources,1,4,Medical,1246,1,Sales Executive,36730,3.0,14,1,19.0,3,1,0,0,4.0,4.0,4.0,3,3,Yes
1246,1247,24,Yes,Travel_Rarely,Human Resources,2,5,Human Resources,1247,3,Sales Executive,47680,2.0,11,1,6.0,2,2,2,0,2.0,4.0,2.0,2,3,Yes
1247,1248,43,No,Travel_Rarely,Sales,9,5,Technical Degree,1248,1,Research Director,12740,1.0,19,0,6.0,3,5,1,4,4.0,3.0,2.0,2,3,No
1248,1249,50,Yes,Travel_Rarely,Research & Development,12,4,Medical,1249,1,Research Director,49000,1.0,11,0,3.0,3,3,0,2,1.0,3.0,3.0,2,3,Yes
1249,1250,35,No,Travel_Rarely,Sales,2,4,Marketing,1250,3,Manufacturing Director,104660,1.0,13,0,2.0,1,2,2,2,4.0,4.0,3.0,3,3,No
1250,1251,36,No,Travel_Rarely,Research & Development,25,1,Life Sciences,1251,4,Sales Executive,170070,9.0,12,1,6.0,2,1,0,0,2.0,1.0,4.0,2,3,No
1251,1252,33,No,Travel_Frequently,Sales,9,2,Marketing,1252,4,Human Resources,29090,2.0,11,0,10.0,2,5,1,3,3.0,1.0,3.0,2,3,No
1252,1253,35,No,Travel_Rarely,Research & Development,10,1,Medical,1253,1,Research Scientist,57650,1.0,14,1,1.0,2,1,0,0,3.0,4.0,3.0,3,3,No
1253,1254,27,No,Travel_Rarely,Sales,8,2,Marketing,1254,3,Research Scientist,45990,1.0,15,1,1.0,3,1,0,0,4.0,1.0,3.0,2,3,No
1254,1255,26,Yes,Travel_Rarely,Sales,4,3,Marketing,1255,2,Manager,24040,1.0,12,0,1.0,6,1,0,1,1.0,3.0,2.0,3,3,Yes
1255,1256,27,No,Travel_Frequently,Sales,24,3,Life Sciences,1256,4,Healthcare Representative,31720,1.0,20,1,9.0,1,9,1,7,4.0,3.0,3.0,3,4,No
1256,1257,30,No,Travel_Frequently,Research & Development,1,4,Medical,1257,1,Research Scientist,20330,1.0,14,1,12.0,3,12,3,7,3.0,4.0,3.0,1,3,No
1257,1258,41,Yes,Travel_Rarely,Sales,20,4,Marketing,1258,2,Sales Executive,102090,1.0,13,1,23.0,2,22,15,8,2.0,3.0,3.0,3,3,Yes
1258,1259,34,No,Non-Travel,Research & Development,7,2,Technical Degree,1259,1,Research Scientist,86200,0.0,13,1,10.0,2,9,8,7,2.0,3.0,3.0,2,3,No
1259,1260,37,No,Travel_Rarely,Research & Development,17,3,Life Sciences,1260,3,Sales Executive,20640,4.0,16,0,8.0,3,1,0,0,2.0,2.0,3.0,2,3,No
1260,1261,46,No,Travel_Frequently,Research & Development,20,3,Technical Degree,1261,3,Sales Executive,40350,4.0,14,1,14.0,2,9,0,8,1.0,4.0,,3,3,No
1261,1262,35,No,Travel_Rarely,Research & Development,8,4,Medical,1262,3,Research Scientist,38380,1.0,16,1,1.0,2,1,0,1,4.0,4.0,3.0,3,3,No
1262,1263,48,Yes,Travel_Rarely,Research & Development,2,4,Technical Degree,1263,1,Sales Executive,45910,9.0,16,0,23.0,6,1,0,0,1.0,3.0,3.0,1,3,Yes
1263,1264,28,Yes,Travel_Rarely,Research & Development,10,1,Medical,1264,1,Sales Executive,25610,1.0,22,1,2.0,3,2,2,2,3.0,3.0,2.0,3,4,Yes
1264,1265,44,No,Travel_Rarely,Research & Development,1,1,Medical,1265,3,Research Scientist,15630,5.0,12,2,9.0,3,4,1,3,2.0,1.0,2.0,3,3,No
1265,1266,35,No,Non-Travel,Research & Development,5,4,Technical Degree,1266,3,Manufacturing Director,48980,2.0,15,2,10.0,2,4,2,3,3.0,1.0,3.0,3,3,No
1266,1267,26,No,Travel_Rarely,Research & Development,4,4,Life Sciences,1267,3,Sales Executive,47890,7.0,20,1,5.0,2,2,0,0,3.0,4.0,2.0,3,4,No
1267,1268,33,No,Travel_Frequently,Sales,29,4,Life Sciences,1268,1,Human Resources,31800,1.0,14,1,15.0,2,15,8,12,1.0,4.0,3.0,3,3,No
